agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
ELLIS CO SO,NA,0,27,5,86,92,280,40,530,66580,12,2018,Ellis
FERRIS PD,NA,0,0,1,2,9,34,8,54,2651,12,2018,Ellis
ENNIS PD,NA,0,9,11,24,43,272,28,387,19367,12,2018,Ellis
MIDLOTHIAN PD,NA,0,6,4,12,34,290,12,358,26346,12,2018,Ellis
SOCORRO PD,NA,0,6,8,31,24,202,25,296,34327,12,2018,El Paso
SOCORRO ISD PD,NA,0,0,0,14,5,41,1,61,0,12,2018,El Paso
ANTHONY PD,NA,0,0,2,12,13,81,8,116,5761,12,2018,El Paso
SAN ELIZARIO MARSHAL'S OFFICE,NA,0,0,1,3,11,10,7,32,9161,12,2018,El Paso
UNIV OF TX: EL PASO PD,NA,0,1,0,5,12,82,3,103,0,12,2018,El Paso
EL PASO COMM COLLEGE PD,NA,0,0,0,1,0,13,0,14,0,12,2018,El Paso
EL PASO CO SO,NA,8,44,10,181,141,470,57,911,84623,12,2018,El Paso
CLINT PD,NA,0,0,0,0,1,4,0,5,1166,12,2018,El Paso
EL PASO ISD PD,NA,0,8,2,14,31,221,1,277,0,12,2018,El Paso
HORIZON CITY PD,NA,0,0,4,8,24,83,4,123,19978,12,2018,El Paso
EL PASO PD,NA,23,405,376,1750,1107,8441,817,12919,688442,12,2018,El Paso
STEPHENVILLE PD,NA,0,8,3,19,64,316,24,434,21400,12,2018,Erath
DUBLIN PD,NA,0,1,0,1,6,8,2,18,3604,12,2018,Erath
ERATH CO SO,NA,1,2,0,31,66,47,10,157,17460,12,2018,Erath
TARLETON STATE UNIV PD,NA,0,8,0,1,3,37,0,49,0,12,2018,Erath
FALLS CO SO,NA,1,4,0,12,14,33,6,70,9547,12,2018,Falls
MARLIN PD,NA,0,1,6,2,18,23,10,60,5663,11,2018,Falls
FANNIN CO SO,NA,0,10,1,24,94,63,15,207,21563,12,2018,Fannin
BONHAM PD,NA,0,9,2,6,43,128,3,191,10203,12,2018,Fannin
SCHULENBURG PD,NA,0,0,0,18,12,37,3,70,2915,12,2018,Fayette
LA GRANGE PD,NA,0,2,3,16,25,86,4,136,4686,12,2018,Fayette
FAYETTE CO SO,NA,0,3,2,14,35,73,3,130,16255,12,2018,Fayette
FLATONIA PD,NA,1,1,1,0,3,5,1,12,1449,12,2018,Fayette
FLOYDADA PD,NA,0,3,2,12,10,22,4,53,2717,12,2018,Floyd
FLOYD CO SO,NA,0,5,1,17,11,23,2,59,3048,12,2018,Floyd
CROWELL PD (NR),NA,0,0,0,0,0,0,0,0,854,12,2018,Foard
NEEDVILLE PD,NA,0,1,0,3,2,14,2,22,3083,12,2018,Fort Bend
SUGAR LAND PD,NA,0,15,45,22,186,1288,63,1619,89919,12,2018,Fort Bend
FORT BEND CO SO,NA,6,120,144,552,593,3154,209,4778,493696,12,2018,Fort Bend
ROSENBERG PD,NA,1,25,26,98,97,442,63,752,38541,12,2018,Fort Bend
FORT BEND ISD PD,NA,0,0,0,112,1,233,0,346,0,12,2018,Fort Bend
MISSOURI CITY PD,NA,5,21,27,49,96,674,45,917,75628,12,2018,Fort Bend
RICHMOND PD,NA,1,9,7,29,58,187,10,301,12130,12,2018,Fort Bend
FULSHEAR PD,NA,0,0,0,2,2,60,0,64,13790,12,2018,Fort Bend
MEADOWS PLACE PD,NA,0,1,7,4,16,85,10,123,4621,12,2018,Fort Bend
ARCOLA PD,NA,0,0,2,0,1,6,3,12,2444,7,2018,Fort Bend
STAFFORD PD,NA,1,18,23,58,95,473,53,721,18393,12,2018,Fort Bend
FRANKLIN CO SO,NA,1,0,1,15,21,26,4,68,10055,12,2018,Franklin
FAIRFIELD PD,NA,0,0,2,4,10,21,0,37,2913,12,2018,Freestone
FREESTONE CO SO,NA,0,0,1,16,39,63,7,126,12140,12,2018,Freestone
TEAGUE PD,NA,0,0,2,2,15,27,4,50,3498,12,2018,Freestone
WORTHAM PD,NA,0,0,0,1,2,9,1,13,994,12,2018,Freestone
PEARSALL PD,NA,0,1,1,12,69,130,11,224,10525,12,2018,Frio
DILLEY PD,NA,0,0,2,9,24,27,2,64,4427,12,2018,Frio
FRIO CO SO,NA,2,0,0,26,22,32,3,85,4952,12,2018,Frio
SEMINOLE PD,NA,0,2,2,43,27,82,6,162,7725,12,2018,Gaines
SEAGRAVES PD (NR),NA,0,1,0,4,2,10,1,18,2875,12,2018,Gaines
GAINES CO SO,NA,0,4,0,6,27,43,12,92,10458,12,2018,Gaines
SANTA FE ISD PD,NA,10,1,0,27,0,11,0,49,0,12,2018,Galveston
GALVESTON ISD PD,NA,0,0,0,10,0,14,0,24,0,12,2018,Galveston
GALVESTON PD,NA,7,82,70,106,176,1110,253,1804,50896,12,2018,Galveston
GALVESTON CO SO,NA,1,14,16,97,196,428,69,821,41507,12,2018,Galveston
KEMAH PD,NA,0,2,1,2,15,109,15,144,2060,12,2018,Galveston
UNIV OF TX: MEDICAL BRANCH PD,NA,0,0,0,0,2,76,1,79,0,12,2018,Galveston
COLLEGE OF THE MAINLAND PD (NR),NA,0,0,0,0,1,4,0,5,0,12,2018,Galveston
TEXAS CITY PD,NA,5,46,62,123,278,1100,111,1725,49044,12,2018,Galveston
SANTA FE PD,NA,0,7,4,6,45,108,18,188,13600,12,2018,Galveston
LEAGUE CITY PD,NA,1,41,20,47,215,1485,114,1923,108275,12,2018,Galveston
JAMAICA BEACH PD,NA,0,0,1,5,1,8,2,17,1088,12,2018,Galveston
HITCHCOCK PD,NA,0,0,8,18,51,97,11,185,8038,12,2018,Galveston
LA MARQUE PD,NA,1,6,24,42,129,729,46,977,17107,12,2018,Galveston
DICKINSON PD,NA,0,17,10,17,77,298,35,454,20600,12,2018,Galveston
BAYOU VISTA PD (NR),NA,0,0,0,0,1,4,1,6,1637,12,2018,Galveston
FRIENDSWOOD PD,NA,0,16,9,9,62,252,18,366,40419,12,2018,Galveston
TX A&M UNIV: GALVESTON PD,NA,0,2,0,0,1,18,0,21,0,12,2018,Galveston
GARZA CO SO,NA,0,0,0,7,15,17,3,42,6520,12,2018,Garza
FREDERICKSBURG PD,NA,2,1,1,9,18,96,6,133,11490,12,2018,Gillespie
GILLESPIE CO SO,NA,1,2,0,2,9,35,3,52,15342,12,2018,Gillespie
GLASSCOCK CO SO,NA,0,0,0,0,2,18,1,21,1362,12,2018,Glasscock
GOLIAD CO SO,NA,0,4,0,9,27,54,14,108,7591,12,2018,Goliad
WAELDER PD,NA,0,1,2,1,1,1,0,6,1129,12,2018,Gonzales
GONZALES CO SO,NA,0,2,1,8,31,66,3,111,9683,12,2018,Gonzales
GONZALES PD,NA,0,14,1,73,27,92,5,212,7687,12,2018,Gonzales
NIXON PD (NR),NA,0,1,1,19,3,10,0,34,2506,12,2018,Gonzales
GRAY CO SO,NA,0,1,1,5,35,51,11,104,4922,12,2018,Gray
PAMPA PD,NA,1,14,8,90,154,465,47,779,17412,12,2018,Gray
HOWE PD,NA,0,1,0,4,8,15,2,30,3163,12,2018,Grayson
POTTSBORO PD,NA,0,0,0,1,1,4,1,7,2381,12,2018,Grayson
COLLINSVILLE PD,NA,0,1,0,1,4,9,1,16,1816,12,2018,Grayson
AUSTIN COLLEGE PD,NA,0,0,0,0,7,36,1,44,0,12,2018,Grayson
WHITESBORO PD,NA,0,0,1,2,6,34,4,47,4039,12,2018,Grayson
GRAYSON CO SO,NA,1,27,4,10,127,209,62,440,44839,12,2018,Grayson
TIOGA PD,NA,0,0,0,2,3,1,0,6,1009,12,2018,Grayson
WHITEWRIGHT PD,NA,0,0,0,1,3,5,0,9,1689,12,2018,Grayson
GRAYSON COLLEGE PD,NA,0,0,1,0,0,0,0,1,0,12,2018,Grayson
SHERMAN PD,NA,0,29,28,90,224,778,66,1215,42448,12,2018,Grayson
DENISON PD,NA,2,17,12,61,101,312,54,559,24623,12,2018,Grayson
VAN ALSTYNE PD,NA,0,0,3,7,17,40,2,69,4115,12,2018,Grayson
LONGVIEW PD,NA,7,56,50,219,499,1720,200,2751,81660,12,2018,Gregg
GREGG CO SO,NA,0,15,3,49,107,244,66,484,21909,12,2018,Gregg
GLADEWATER PD,NA,1,1,2,20,42,105,11,182,6402,12,2018,Gregg
KILGORE PD,NA,0,6,4,32,82,297,37,458,14978,12,2018,Gregg
WHITE OAK PD,NA,0,0,0,3,21,47,4,75,6332,12,2018,Gregg
NAVASOTA PD,NA,0,5,3,26,68,67,33,202,7677,12,2018,Grimes
GRIMES CO SO,NA,0,0,0,8,39,73,10,130,20542,12,2018,Grimes
SEGUIN PD,NA,1,6,19,63,79,637,34,839,29487,12,2018,Guadalupe
SCHERTZ PD,NA,1,23,13,58,117,517,36,765,41383,12,2018,Guadalupe
GUADALUPE CO SO,NA,3,30,5,33,126,283,39,519,47761,12,2018,Guadalupe
CIBOLO PD,NA,0,10,1,26,35,226,10,308,30768,12,2018,Guadalupe
PETERSBURG PD,NA,0,0,1,2,4,2,0,9,0,12,2018,Hale
PLAINVIEW PD,NA,0,7,4,48,110,382,19,570,20569,12,2018,Hale
ABERNATHY PD,NA,0,0,1,2,4,11,2,20,2743,12,2018,Hale
HALE CO SO (NR),NA,0,0,0,26,22,42,2,92,9109,12,2018,Hale
MEMPHIS PD,NA,0,0,0,7,17,11,5,40,2062,12,2018,Hall
HALL CO SO,NA,0,0,0,1,8,4,2,15,830,12,2018,Hall
HAMILTON CO SO,NA,0,0,0,0,7,11,6,24,4012,12,2018,Hamilton
HAMILTON PD,NA,0,1,0,5,7,45,5,63,2994,12,2018,Hamilton
SPEARMAN PD,NA,0,0,0,4,9,1,1,15,3267,12,2018,Hansford
HANSFORD CO SO,NA,0,1,0,4,3,2,4,14,2144,12,2018,Hansford
CHILLICOTHE PD (NR),NA,0,0,0,0,2,4,0,6,683,12,2018,Hardeman
HARDEMAN CO SO,NA,0,0,0,0,0,0,0,0,3277,12,2018,Hardeman
SOUR LAKE PD,NA,0,0,0,0,2,17,4,23,1860,12,2018,Hardin
HARDIN CO SO,NA,3,5,6,31,100,144,57,346,33669,12,2018,Hardin
SILSBEE PD,NA,0,2,2,14,28,94,14,154,6734,12,2018,Hardin
LUMBERTON PD,NA,0,7,2,12,15,118,20,174,12948,12,2018,Hardin
KOUNTZE PD,NA,0,1,2,3,22,28,2,58,2111,12,2018,Hardin
HOUSTON PD,NA,281,1345,8779,13800,16060,65887,11970,118122,2344966,12,2018,Harris
WEBSTER PD,NA,0,12,16,19,84,594,96,821,11194,12,2018,Harris
UNIV OF  HOUSTON:  DOWNTOWN PD,NA,0,0,0,2,0,15,0,17,0,12,2018,Harris
TOMBALL PD,NA,0,1,2,2,4,13,2,24,11855,12,2018,Harris
ALDINE ISD PD,NA,0,0,4,7,15,63,3,92,0,12,2018,Harris
HOUSTON METRO TRANSIT PD,NA,0,1,1,2,0,39,16,59,0,12,2018,Harris
MEMORIAL VILLAGES PD,NA,0,0,2,2,15,54,3,76,12402,12,2018,Harris
PASADENA PD,NA,7,109,159,404,519,2603,345,4146,154101,12,2018,Harris
SEABROOK PD,NA,0,12,2,11,34,98,12,169,13958,12,2018,Harris
GALENA PARK PD,NA,2,4,6,17,37,102,17,185,11000,12,2018,Harris
SAN JACINTO COLLEGE PD,NA,0,0,0,0,4,45,7,56,0,12,2018,Harris
HUMBLE ISD PD,NA,0,1,1,5,0,47,1,55,0,12,2018,Harris
KLEIN ISD PD,NA,0,5,0,4,2,113,3,127,0,12,2018,Harris
WEST UNIVERSITY PLACE PD,NA,0,1,1,0,35,71,5,113,15759,12,2018,Harris
LAKEVIEW PD,NA,0,2,1,3,8,41,5,60,6388,12,2018,Harris
HOUSTON COMM COLLEGE PD,NA,0,0,6,2,8,125,16,157,0,12,2018,Harris
SPRING ISD PD,NA,0,3,1,50,2,42,5,103,0,12,2018,Harris
UNIV OF TX: HOUSTON  PD,NA,0,6,5,7,12,290,2,322,0,12,2018,Harris
SOUTHSIDE PLACE PD,NA,0,0,0,0,2,13,1,16,1874,12,2018,Harris
UNIV OF HOUSTON: CLEAR LAKE PD,NA,0,0,0,0,1,20,0,21,0,12,2018,Harris
HARRIS CO SO,NA,86,591,2271,6260,7640,28113,5955,50916,1919494,12,2018,Harris
UNIV OF HOUSTON PD,NA,0,9,10,7,43,419,19,507,0,12,2018,Harris
JACINTO CITY PD,NA,0,0,9,8,38,152,42,249,10675,12,2018,Harris
LA PORTE PD,NA,2,21,10,32,71,334,52,522,35591,12,2018,Harris
RICE UNIV PD,NA,0,0,0,1,6,134,3,144,0,12,2018,Harris
SHOREACRES PD (NR),NA,0,0,0,0,4,6,1,11,1624,12,2018,Harris
PORT OF HOUSTON AUTH PD,NA,0,0,0,0,3,21,1,25,0,12,2018,Harris
UNIV OF ST. THOMAS PD,NA,0,0,0,0,3,14,0,17,0,12,2018,Harris
PASADENA ISD PD,NA,0,0,3,2,7,50,3,65,0,12,2018,Harris
SPRING VALLEY VILLAGE PD,NA,0,0,1,2,11,57,5,76,4363,12,2018,Harris
KATY ISD PD,NA,0,10,5,4,1,228,0,248,0,12,2018,Harris
HOUSTON ISD PD,NA,0,40,16,27,59,265,20,427,0,12,2018,Harris
SPRING BRANCH ISD PD,NA,0,1,1,2,8,40,3,55,0,12,2018,Harris
HOUSTON BAPTIST UNIV PD,NA,0,0,1,0,23,16,1,41,0,12,2018,Harris
HUMBLE PD,NA,2,44,55,44,155,1202,205,1707,16122,12,2018,Harris
JERSEY VILLAGE PD,NA,0,0,3,4,32,109,26,174,7974,12,2018,Harris
HEDWIG VILLAGE PD,NA,0,0,1,4,7,128,8,148,2685,12,2018,Harris
ALIEF ISD PD,NA,0,0,6,39,4,44,7,100,0,12,2018,Harris
TEXAS SOUTHERN UNIV PD,NA,0,4,9,3,9,120,2,147,0,12,2018,Harris
SOUTH HOUSTON PD,NA,1,7,35,31,75,247,106,502,17619,12,2018,Harris
BAYTOWN PD,NA,2,35,94,171,384,2028,499,3213,77539,12,2018,Harris
BELLAIRE PD,NA,0,4,13,9,58,191,16,291,19076,12,2018,Harris
NASSAU BAY PD,NA,0,4,5,7,10,84,8,118,4058,12,2018,Harris
KATY PD,NA,0,18,14,18,38,496,29,613,18965,12,2018,Harris
DEER PARK PD,NA,0,7,5,18,63,384,45,522,34155,12,2018,Harris
HARRISON CO SO,NA,4,6,6,45,135,307,52,555,37159,12,2018,Harrison
MARSHALL PD,NA,2,6,17,111,143,493,51,823,23146,12,2018,Harrison
HALLSVILLE PD,NA,0,2,0,4,14,64,2,86,4344,12,2018,Harrison
HALLSVILLE ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2018,Harrison
HARTLEY CO SO,NA,0,0,0,1,5,2,0,8,2912,12,2018,Hartley
HASKELL PD,NA,0,0,1,1,9,4,0,15,3204,12,2018,Haskell
HASKELL CO SO,NA,0,0,0,0,5,7,1,13,2475,12,2018,Haskell
KYLE PD,NA,1,28,8,56,44,465,45,647,46155,12,2018,Hays
SAN MARCOS PD,NA,1,84,43,138,272,1057,101,1696,66157,12,2018,Hays
HAYS CO SO,NA,2,17,8,108,175,449,32,791,93055,12,2018,Hays
BUDA PD,NA,0,4,8,8,17,250,10,297,18028,12,2018,Hays
TX STATE UNIV: SAN MARCOS PD,NA,0,6,2,5,15,109,1,138,0,12,2018,Hays
HEMPHILL CO SO,NA,0,0,0,1,7,18,3,29,4048,12,2018,Hemphill
MALAKOFF ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2018,Henderson
TOOL PD,NA,0,0,0,0,4,3,2,9,2299,12,2018,Henderson
TRINITY VALLEY COMM. COLLEGE PD,NA,0,1,0,1,2,3,1,8,0,12,2018,Henderson
GUN BARREL CITY PD,NA,0,0,2,9,12,55,17,95,6165,12,2018,Henderson
HENDERSON CO SO,NA,3,40,6,104,234,329,48,764,50989,12,2018,Henderson
BROWNSBORO PD,NA,0,0,0,1,2,2,2,7,1259,12,2018,Henderson
ATHENS PD,NA,1,14,12,35,80,189,27,358,12704,12,2018,Henderson
LOG CABIN PD,NA,0,0,0,2,8,4,0,14,752,12,2018,Henderson
SEVEN POINTS PD,NA,0,2,0,3,3,21,4,33,1504,12,2018,Henderson
CHANDLER PD,NA,0,0,0,1,6,20,7,34,3055,12,2018,Henderson
LA JOYA PD,NA,0,5,2,33,10,51,0,101,4328,12,2018,Hidalgo
MCALLEN PD,NA,0,39,26,57,203,3598,55,3978,144363,12,2018,Hidalgo
EDCOUCH PD,NA,0,1,1,4,6,19,0,31,3393,12,2018,Hidalgo
EDINBURG PD,NA,2,78,50,174,418,2756,74,3552,92391,12,2018,Hidalgo
SULLIVAN CITY PD,NA,0,5,1,23,25,62,4,120,4172,12,2018,Hidalgo
PHARR PD,NA,2,58,26,152,244,1280,61,1823,80814,12,2018,Hidalgo
ELSA PD,NA,1,1,0,49,26,206,0,283,7274,12,2018,Hidalgo
WESLACO PD,NA,0,29,42,91,162,1404,29,1757,40856,12,2018,Hidalgo
PENITAS PD,NA,0,3,1,12,12,48,4,80,4961,12,2018,Hidalgo
UNIV OF TX: RIO GRANDE VALLEY PD,NA,0,2,0,0,0,56,0,58,0,12,2018,Hidalgo
MISSION PD,NA,0,35,27,32,150,1380,64,1688,85368,12,2018,Hidalgo
HIDALGO PD,NA,0,8,1,35,18,118,11,191,14133,12,2018,Hidalgo
EDINBURG CISD PD,NA,0,0,0,2,2,44,0,48,0,12,2018,Hidalgo
ALAMO PD,NA,0,19,10,102,97,816,40,1084,19840,12,2018,Hidalgo
PALMVIEW PD,NA,0,1,10,38,43,205,18,315,5842,12,2018,Hidalgo
MERCEDES PD,NA,1,17,9,54,92,510,44,727,16869,12,2018,Hidalgo
PALMHURST PD,NA,0,0,0,6,0,158,0,164,2765,12,2018,Hidalgo
ALTON PD,NA,0,4,7,46,31,174,12,274,17805,12,2018,Hidalgo
DONNA PD,NA,1,21,16,177,129,733,44,1121,16761,12,2018,Hidalgo
SAN JUAN PD,NA,1,20,14,126,99,720,47,1027,37398,12,2018,Hidalgo
LA VILLA PD,NA,0,0,0,1,2,7,0,10,2785,12,2018,Hidalgo
HIDALGO CO SO,NA,4,121,101,296,1022,2286,181,4011,262432,12,2018,Hidalgo
HILL CO SO,NA,0,14,3,34,93,151,34,329,22211,12,2018,Hill
HILLSBORO PD,NA,1,5,4,10,29,289,11,349,8422,12,2018,Hill
ITASCA PD,NA,0,0,0,1,6,9,2,18,1692,12,2018,Hill
WHITNEY PD,NA,0,0,0,6,8,18,1,33,2146,12,2018,Hill
SOUTH PLAINS COLLEGE PD,NA,0,0,0,0,1,23,1,25,0,12,2018,Hockley
HOCKLEY CO SO,NA,0,2,1,4,46,45,6,104,9412,12,2018,Hockley
LEVELLAND PD,NA,1,24,3,97,120,277,31,553,13646,12,2018,Hockley
GRANBURY PD,NA,0,10,5,10,25,454,15,519,10228,12,2018,Hood
HOOD CO SO,NA,2,14,3,53,111,244,37,464,48008,12,2018,Hood
CUMBY PD (NR),NA,0,0,0,0,0,0,0,0,792,12,2018,Hopkins
HOPKINS CO SO,NA,2,8,0,6,26,33,11,86,19679,12,2018,Hopkins
SULPHUR SPRINGS PD,NA,2,6,9,20,33,98,26,194,16111,12,2018,Hopkins
GRAPELAND PD,NA,0,0,0,1,5,10,2,18,1418,12,2018,Houston
HOUSTON CO SO,NA,0,1,1,8,34,58,10,112,14976,12,2018,Houston
CROCKETT PD,NA,0,1,0,32,34,129,5,201,6470,12,2018,Houston
BIG SPRING PD,NA,2,12,15,145,167,569,79,989,28001,12,2018,Howard
HOWARD CO SO,NA,1,2,0,30,38,117,30,218,8094,12,2018,Howard
HUDSPETH CO SO,NA,0,0,0,3,20,4,8,35,4558,12,2018,Hudspeth
CADDO MILLS PD,NA,0,0,0,0,1,0,0,1,1596,12,2018,Hunt
HUNT CO SO,NA,1,27,4,224,126,210,54,646,50608,12,2018,Hunt
TX A&M UNIV: COMMERCE PD,NA,0,1,0,1,6,51,1,60,0,12,2018,Hunt
GREENVILLE PD,NA,0,24,11,48,87,446,46,662,27713,12,2018,Hunt
COMMERCE PD,NA,2,3,0,27,35,121,12,200,9307,12,2018,Hunt
HUTCHINSON CO SO,NA,0,5,0,10,14,44,12,85,6719,12,2018,Hutchinson
BORGER PD,NA,0,11,4,21,84,365,35,520,12675,12,2018,Hutchinson
IRION CO SO,NA,0,1,0,3,7,20,3,34,1500,12,2018,Irion
JACKSBORO PD,NA,0,1,0,6,12,31,3,53,4338,12,2018,Jack
JACK CO SO,NA,1,0,0,4,10,27,21,63,4444,12,2018,Jack
GANADO PD,NA,0,2,0,1,19,6,0,28,2081,12,2018,Jackson
EDNA PD,NA,0,5,2,7,18,61,3,96,5811,12,2018,Jackson
JACKSON CO SO,NA,0,1,0,3,12,32,8,56,6977,12,2018,Jackson
JASPER CO SO,NA,1,20,3,45,111,168,38,386,25737,12,2018,Jasper
JASPER PD,NA,1,0,2,18,50,270,14,355,7602,12,2018,Jasper
KIRBYVILLE PD (NR),NA,0,1,1,4,4,7,4,21,2093,7,2018,Jasper
JEFF DAVIS CO SO,NA,1,1,0,3,1,4,1,11,2265,12,2018,Jeff Davis
JEFFERSON CO SO,NA,0,1,6,44,97,233,51,432,34964,12,2018,Jefferson
PORT NECHES PD,NA,0,12,2,43,49,116,16,238,12881,12,2018,Jefferson
BEAUMONT PD,NA,13,96,358,798,961,3145,410,5781,119368,12,2018,Jefferson
PORT ARTHUR PD,NA,13,20,96,261,504,807,134,1835,55643,12,2018,Jefferson
GROVES PD,NA,0,8,13,50,56,231,20,378,15722,12,2018,Jefferson
LAMAR UNIV PD,NA,0,3,1,0,1,47,0,52,0,12,2018,Jefferson
NEDERLAND PD,NA,1,11,2,35,50,235,25,359,17563,12,2018,Jefferson
JIM HOGG CO SO,NA,0,0,1,4,4,9,0,18,5175,12,2018,Jim Hogg
ALICE PD,NA,0,11,4,76,246,659,34,1030,18925,12,2018,Jim Wells
PREMONT PD,NA,0,0,0,11,14,17,1,43,2560,10,2018,Jim Wells
JIM WELLS CO SO,NA,2,12,1,94,178,141,25,453,17049,12,2018,Jim Wells
BURLESON PD,NA,2,42,13,76,72,652,52,909,47612,12,2018,Johnson
JOSHUA PD,NA,0,3,0,10,25,91,7,136,8019,12,2018,Johnson
CLEBURNE PD,NA,2,8,13,54,80,432,33,622,30317,12,2018,Johnson
GODLEY PD,NA,0,1,0,2,1,13,1,18,1150,12,2018,Johnson
VENUS PD,NA,0,0,0,3,2,27,1,33,3683,12,2018,Johnson
KEENE PD,NA,0,2,0,23,11,38,5,79,6487,12,2018,Johnson
JOHNSON CO SO,NA,1,35,7,170,164,420,91,888,75900,12,2018,Johnson
ALVARADO PD,NA,0,2,2,2,21,50,10,87,4179,12,2018,Johnson
JONES CO SO,NA,1,0,0,0,21,23,5,50,6404,12,2018,Jones
STAMFORD PD,NA,0,0,2,2,10,37,3,54,2933,12,2018,Jones
HAWLEY PD,NA,0,0,0,0,0,0,0,0,617,12,2018,Jones
HAMLIN PD,NA,0,0,3,4,5,6,1,19,2003,12,2018,Jones
ANSON PD (NR),NA,0,0,1,10,3,6,0,20,2293,12,2018,Jones
KARNES CO SO,NA,0,0,0,2,39,42,11,94,8516,12,2018,Karnes
KENEDY PD,NA,0,0,1,19,34,147,5,206,3340,12,2018,Karnes
KARNES CITY PD,NA,0,1,2,8,13,23,4,51,3333,12,2018,Karnes
KAUFMAN CO SO,NA,2,49,8,73,158,332,80,702,74563,12,2018,Kaufman
KAUFMAN PD,NA,0,4,1,11,32,129,17,194,7428,12,2018,Kaufman
CRANDALL PD,NA,0,1,1,4,6,20,5,37,3721,12,2018,Kaufman
FORNEY PD,NA,0,8,5,8,23,218,27,289,21464,12,2018,Kaufman
TERRELL PD,NA,4,10,14,54,100,438,58,678,18104,12,2018,Kaufman
BOERNE PD,NA,0,13,3,14,29,282,33,374,17008,12,2018,Kendall
KENDALL CO SO,NA,0,9,0,7,32,74,14,136,26357,12,2018,Kendall
KENEDY CO SO,NA,0,0,0,2,1,2,2,7,416,12,2018,Kenedy
KENT CO SO (NR),NA,0,1,0,1,0,8,1,11,755,12,2018,Kent
KERRVILLE PD,NA,1,6,6,55,41,343,16,468,23532,12,2018,Kerr
INGRAM PD,NA,0,0,0,2,10,25,1,38,1863,12,2018,Kerr
KERR CO SO,NA,0,14,0,16,45,106,4,185,26487,12,2018,Kerr
JUNCTION PD,NA,0,0,0,5,5,10,2,22,2431,12,2018,Kimble
KIMBLE CO SO,NA,0,0,0,0,2,7,2,11,1940,12,2018,Kimble
KING CO SO,NA,0,0,0,0,0,0,0,0,296,12,2018,King
KINNEY CO SO (NR),NA,0,0,0,0,1,0,0,1,2008,12,2018,Kinney
KLEBERG CO SO,NA,0,0,0,31,15,37,4,87,5486,12,2018,Kleberg
TX A&M UNIV: KINGSVILLE PD (NR),NA,0,1,0,0,4,37,0,42,0,12,2018,Kleberg
KINGSVILLE PD,NA,0,0,8,73,162,571,21,835,25383,12,2018,Kleberg
KNOX CITY PD,NA,0,0,1,0,13,5,0,19,1137,12,2018,Knox
KNOX CO SO (NR),NA,0,1,0,0,3,9,0,13,1274,12,2018,Knox
MUNDAY PD (NR),NA,0,0,0,0,6,1,0,7,1287,12,2018,Knox
PARIS PD,NA,1,4,23,190,173,507,45,943,24736,12,2018,Lamar
LAMAR CO SO,NA,2,12,1,19,31,103,10,178,21361,12,2018,Lamar
PARIS JR COLL,NA,0,1,1,0,0,7,0,9,0,12,2018,Lamar
RENO PD (LAMAR CO),NA,0,0,0,2,8,52,10,72,3318,12,2018,Lamar
LITTLEFIELD PD,NA,0,6,2,22,23,97,6,156,5934,12,2018,Lamb
OLTON PD (NR),NA,0,1,0,5,16,12,0,34,2097,12,2018,Lamb
LAMB CO SO,NA,0,3,0,2,9,26,7,47,4129,12,2018,Lamb
SUDAN PD,NA,0,0,0,6,3,0,2,11,905,12,2018,Lamb
LAMPASAS CO SO,NA,0,0,0,11,31,38,1,81,10556,12,2018,Lampasas
LAMPASAS PD,NA,0,9,1,12,24,159,4,209,7992,12,2018,Lampasas
KEMPNER PD,NA,0,0,0,0,0,0,0,0,1098,12,2018,Lampasas
ENCINAL PD (NR),NA,0,1,0,0,0,2,0,3,591,12,2018,La Salle
LA SALLE CO SO,NA,0,0,0,2,6,31,0,39,7073,12,2018,La Salle
YOAKUM PD,NA,0,3,0,11,18,30,3,65,5983,12,2018,Lavaca
MOULTON PD,NA,0,0,0,0,0,0,0,0,919,3,2018,Lavaca
HALLETTSVILLE PD,NA,0,0,0,14,8,37,3,62,2626,12,2018,Lavaca
SHINER PD,NA,0,0,0,1,3,10,1,15,2173,12,2018,Lavaca
LAVACA CO SO,NA,1,10,0,5,21,24,3,64,10531,12,2018,Lavaca
LEE CO SO,NA,1,6,0,12,24,45,7,95,10874,12,2018,Lee
GIDDINGS PD,NA,0,6,2,9,0,78,5,100,5141,12,2018,Lee
NORMANGEE PD (NR),NA,0,0,0,1,1,2,0,4,700,12,2018,Leon
LEON CO SO,NA,1,0,0,18,46,98,15,178,15432,12,2018,Leon
DAYTON PD,NA,0,2,11,11,32,174,30,260,8070,12,2018,Liberty
CLEVELAND PD (NR),NA,0,0,5,32,43,275,29,384,8171,12,2018,Liberty
LIBERTY PD,NA,0,5,4,24,21,145,18,217,9334,12,2018,Liberty
LIBERTY CO SO,NA,2,46,4,125,237,333,98,845,59062,12,2018,Liberty
LIMESTONE CO SO,NA,0,2,0,24,49,48,9,132,11767,12,2018,Limestone
MEXIA PD,NA,0,3,4,26,48,184,17,282,7383,12,2018,Limestone
GROESBECK PD,NA,0,5,0,5,38,60,7,115,4316,12,2018,Limestone
MEXIA ISD PD (NR),NA,0,0,0,0,0,0,0,0,0,4,2018,Limestone
