OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,date
4542013,1662768000000,14,122086322,13A,Aggravated Assault,12,12D20,"Parking Lot, Garage",10949 FUQUA,10900-10999,FUQUA,ST,,77089,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ6G+QG,2022-09-09
4542014,1662940800000,17,123077022,13C,Intimidation,12,12D20,Restaurant,10949 FUQUA,10900-10999,FUQUA,ST,,77089,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ6G+QG,2022-09-11
4542026,1663372800000,19,125662522,13B,Simple assault,14,14D40,"Hotel, Motel, ETC",13149 CITYSCAPE,13100-13199,CITYSCAPE,,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJ88+M6,2022-09-16
4542042,1663113600000,20,124185322,13B,Simple assault,16,16E10,"Residence, Home (Includes Apartment)",13149 MAJESTIC PLACE,13100-13199,MAJESTIC PLACE,CT,,77047,TXHPD0000,D,CENTRAL SOUTHWEST,76X6JH9V+58,2022-09-13
4542043,1662768000000,11,121992622,13C,Intimidation,16,16E20,"Residence, Home (Includes Apartment)",3449 DALMATIAN,3400-3499,DALMATIAN,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JH9C+CP,2022-09-09
4542056,1662854400000,08,125529922,13A,Aggravated Assault,12,12D50,"Residence, Home (Includes Apartment)",3449 DOVER VALLEY,3400-3499,DOVER VALLEY,DR,,77059,TXHPD0000,E,CLEAR LAKE,76X6JV68+8X,2022-09-10
4542064,1662768000000,11,122151022,13C,Intimidation,12,12D50,"Residence, Home (Includes Apartment)",4449 PINE BROOK,4400-4499,PINE BROOK,WAY,N,77059,TXHPD0000,E,CLEAR LAKE,76X6JV6P+48,2022-09-09
4542068,1662422400000,16,120152922,13A,Aggravated Assault,12,12D20,"Residence, Home (Includes Apartment)",9949 MANGO,9900-9999,MANGO,,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ76+HP,2022-09-05
4542073,1662508800000,11,121432122,13C,Intimidation,16,16E30,"Residence, Home (Includes Apartment)",13949 HILLCROFT,13900-13999,HILLCROFT,AVE,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGC4+C6,2022-09-06
4542074,1663027200000,09,123344422,13B,Simple assault,16,16E30,"Residence, Home (Includes Apartment)",13949 HILLCROFT,13900-13999,HILLCROFT,AVE,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGC4+C6,2022-09-12
4542080,1662768000000,14,122129622,13B,Simple assault,14,14D50,"Residence, Home (Includes Apartment)",6149 ALLISON,6100-6199,ALLISON,RD,,77048,TXHPD0000,D,MINNETEX,76X6JM8P+JR,2022-09-09
4542109,1663027200000,19,123636022,13C,Intimidation,16,16E20,"Residence, Home (Includes Apartment)",5049 HEATHERBROOK,5000-5099,HEATHERBROOK,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGCV+JW,2022-09-12
4542110,1663113600000,00,123738122,13B,Simple assault,16,16E20,"Highway, Road, Street, Alley",5249 HEATHERBROOK,5200-5299,HEATHERBROOK,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGCR+M2,2022-09-13
4542114,1662508800000,22,121236322,13C,Intimidation,12,12D20,Restaurant,11349 FUQUA,11300-11399,FUQUA,ST,,77089,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ8M+35,2022-09-06
4542135,1662595200000,19,121241622,13A,Aggravated Assault,13,13D40,"Residence, Home (Includes Apartment)",10249 TELEPHONE,10200-10299,TELEPHONE,RD,,77075,TXHPD0000,D,GREATER HOBBY AREA,76X6JP97+3W,2022-09-07
4542137,1663372800000,12,125670522,13C,Intimidation,13,13D40,"Residence, Home (Includes Apartment)",10249 TELEPHONE,10200-10299,TELEPHONE,RD,,77075,TXHPD0000,D,GREATER HOBBY AREA,76X6JP97+3W,2022-09-16
4542160,1663113600000,15,124027522,13B,Simple assault,16,16E10,"Residence, Home (Includes Apartment)",1549 NICHOLE WOODS,1500-1599,NICHOLE WOODS,DR,,77047,TXHPD0000,D,CENTRAL SOUTHWEST,76X6JJC4+PM,2022-09-13
4542172,1663113600000,01,123746622,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",12949 SOUTH COAST,12900-12999,SOUTH COAST,DR,,77047,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJCP+Q3,2022-09-13
4542188,1662595200000,22,121319422,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",10149 WINDMILL LAKES,10100-10199,WINDMILL LAKES,BLVD,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ95+M4,2022-09-07
4542189,1662854400000,15,122534422,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",10149 WINDMILL LAKES,10100-10199,WINDMILL LAKES,BLVD,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQ95+M4,2022-09-10
4542250,1662595200000,18,121226522,13B,Simple assault,16,16E30,"Hotel, Motel, ETC",13249 FONDREN,13200-13299,FONDREN,RD,,77085,TXHPD0000,K,FONDREN GARDENS,76X6JFHV+V3,2022-09-07
4542262,1662768000000,23,122282922,13A,Aggravated Assault,16,16E10,"Residence, Home (Includes Apartment)",1549 KEW GARDEN,1500-1599,KEW GARDEN,DR,,77047,TXHPD0000,D,CENTRAL SOUTHWEST,76X6JJG4+QF,2022-09-09
4542276,1662940800000,09,123014922,13C,Intimidation,14,14D40,School-Elementary/Secondary,5449 OREM,5400-5499,OREM,DR,E,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMG7+7Q,2022-09-11
4542277,1662508800000,11,120532322,13C,Intimidation,16,16E30,"Residence, Home (Includes Apartment)",13549 FAMILY,13500-13599,FAMILY,CIR,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGHC+VW,2022-09-06
4542289,1662768000000,12,123631222,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9949 WINDMILL LAKES,9900-9999,WINDMILL LAKES,BLVD,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQF5+9W,2022-09-09
4542299,1662940800000,21,123389122,13B,Simple assault,16,16E10,"Parking Lot, Garage",1249 OREM,1200-1299,OREM,DR,W,77047,TXHPD0000,D,CENTRAL SOUTHWEST,76X6JJH6+27,2022-09-11
4542315,1663113600000,22,124205822,13B,Simple assault,14,14D50,"Residence, Home (Includes Apartment)",12449 EARLY MORNING,12400-12499,EARLY MORNING,DR,,77048,TXHPD0000,D,MINNETEX,76X6JMGF+JR,2022-09-13
4542320,1663459200000,10,125924022,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",10149 VICTORIA FALLS,10100-10199,VICTORIA FALLS,LN,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQF7+PW,2022-09-17
4542321,1663459200000,10,125924022,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",10149 VICTORIA FALLS,10100-10199,VICTORIA FALLS,LN,,77075,TXHPD0000,D,SOUTH BELT / ELLINGTON,76X6JQF7+PW,2022-09-17
4542330,1662422400000,19,120238622,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9749 WINDWATER,9700-9799,WINDWATER,DR,,77075,TXHPD0000,I,SOUTH BELT / ELLINGTON,76X6JQF4+V9,2022-09-05
4542339,1663459200000,21,126155022,13B,Simple assault,16,16E20,"Residence, Home (Includes Apartment)",4349 BERAN,4300-4399,BERAN,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJ4+6G,2022-09-17
4542343,1663459200000,01,125803622,13B,Simple assault,16,16E20,"Residence, Home (Includes Apartment)",3249 JORNS,3200-3299,JORNS,ST,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJF+4R,2022-09-17
4542344,1663459200000,01,125803622,13C,Intimidation,16,16E20,"Residence, Home (Includes Apartment)",3249 JORNS,3200-3299,JORNS,ST,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJF+4R,2022-09-17
4542345,1663459200000,16,126039722,13B,Simple assault,16,16E20,"Residence, Home (Includes Apartment)",2949 STEELHEAD,2900-2999,STEELHEAD,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJJ+36,2022-09-17
4542346,1663027200000,01,123241322,13A,Aggravated Assault,12,12D10,"Highway, Road, Street, Alley",9849 EASTHAVEN,9800-9899,EASTHAVEN,BLVD,,77075,TXHPD0000,I,SOUTH BELT / ELLINGTON,76X6JQG3+55,2022-09-12
4542352,1663027200000,06,123286622,13A,Aggravated Assault,14,14D40,Convenience Store,12349 CULLEN,12300-12399,CULLEN,BLVD,,77047,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJHV+CQ,2022-09-12
4542353,1663200000000,01,124266722,13C,Intimidation,14,14D40,Convenience Store,12349 CULLEN,12300-12399,CULLEN,BLVD,,77047,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJHV+CQ,2022-09-14
4542371,1662595200000,09,120962622,13A,Aggravated Assault,16,16E20,"Highway, Road, Street, Alley",2849 EBBTIDE,2800-2899,EBBTIDE,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJJ+G6,2022-09-07
4542372,1662595200000,09,120962622,13B,Simple assault,16,16E20,"Highway, Road, Street, Alley",2849 EBBTIDE,2800-2899,EBBTIDE,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJJ+G6,2022-09-07
4542374,1663372800000,21,125709922,13C,Intimidation,16,16E20,"Highway, Road, Street, Alley",2949 EBBTIDE,2900-2999,EBBTIDE,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHJH+JP,2022-09-16
4542377,1663286400000,17,125121022,13B,Simple assault,16,16E30,"Residence, Home (Includes Apartment)",12849 DUNLAP,12800-12899,DUNLAP,ST,,77085,TXHPD0000,K,FONDREN GARDENS,76X6JGM3+FH,2022-09-15
4542378,1662508800000,18,120718622,13A,Aggravated Assault,14,14D40,"Residence, Home (Includes Apartment)",5749 PARK VILLAGE,5700-5799,PARK VILLAGE,DR,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMH9+P3,2022-09-06
4542394,1662595200000,19,121251622,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",12049 MARTIN LUTHER KING,12000-12099,MARTIN LUTHER KING,BLVD,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMJ6+27,2022-09-07
4542399,1662768000000,22,122257522,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",5649 PRAISE,5600-5699,PRAISE,CT,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMJ8+2G,2022-09-09
4542402,1662854400000,17,122712322,13B,Simple assault,16,16E30,"Service, Gas Station",5749 TIDEWATER,5700-5799,TIDEWATER,DR,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGMJ+GC,2022-09-10
4542438,1662768000000,15,122091822,13A,Aggravated Assault,14,14D40,"Residence, Home (Includes Apartment)",11949 MARTIN LUTHER KING,11900-11999,MARTIN LUTHER KING,BLVD,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMJ6+C7,2022-09-09
4542439,1662768000000,16,122108822,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",11949 MARTIN LUTHER KING,11900-11999,MARTIN LUTHER KING,BLVD,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMJ6+C7,2022-09-09
4542449,1662595200000,07,121010422,13A,Aggravated Assault,16,16E30,School-Elementary/Secondary,12749 HILLCROFT,12700-12799,HILLCROFT,AVE,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGP4+4Q,2022-09-07
4542458,1662595200000,20,121266222,13C,Intimidation,20,20G80,"Residence, Home (Includes Apartment)",1249 ELDRIDGE,1200-1299,ELDRIDGE,PKWY,,77077,TXHPD0000,,,76X6J9QJ+JF,2022-09-07
4542469,1663027200000,10,123384422,13B,Simple assault,17,17E40,"Residence, Home (Includes Apartment)",11649 CANEMONT,11600-11699,CANEMONT,,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFPW+HQ,2022-09-12
4542488,1662940800000,22,123199722,13B,Simple assault,12,12D30,"Residence, Home (Includes Apartment)",649 GENOA RED BLUFF,600-699,GENOA RED BLUFF,RD,,77034,TXHPD0000,E,SOUTH BELT / ELLINGTON,76X6JRH7+G7,2022-09-11
4542505,1663372800000,16,125650822,13A,Aggravated Assault,14,14D40,"Residence, Home (Includes Apartment)",5349 TAVENOR,5300-5399,TAVENOR,LN,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMM5+G2,2022-09-16
4542507,1662595200000,07,120919822,100,"Kidnapping, Abduction",14,14D40,"Residence, Home (Includes Apartment)",11649 PANAY,11600-11699,PANAY,DR,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMM3+H3,2022-09-07
4542508,1662595200000,07,120919822,13A,Aggravated Assault,14,14D40,"Residence, Home (Includes Apartment)",11649 PANAY,11600-11699,PANAY,DR,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMM3+H3,2022-09-07
4542509,1663459200000,20,126136822,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",12649 DUNLAP,12600-12699,DUNLAP,ST,,77035,TXHPD0000,K,WESTBURY,76X6JGQ3+5V,2022-09-17
4542526,1662768000000,20,122228222,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",12649 DUNLAP,12600-12699,DUNLAP,ST,,77035,TXHPD0000,K,WESTBURY,76X6JGQ3+5V,2022-09-09
4542533,1662681600000,20,121752122,13B,Simple assault,17,17E40,"Residence, Home (Includes Apartment)",14649 FONMEADOW,14600-14699,FONMEADOW,DR,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFQV+9H,2022-09-08
4542536,1662681600000,22,121803322,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",14549 FONMEADOW,14500-14599,FONMEADOW,DR,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFQW+95,2022-09-08
4542537,1662768000000,18,122160922,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",14549 FONMEADOW,14500-14599,FONMEADOW,DR,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFQW+95,2022-09-09
4542539,1662940800000,17,123097922,13B,Simple assault,16,16E30,"Residence, Home (Includes Apartment)",12949 YARROW CREST,12900-12999,YARROW CREST,CT,,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGQJ+3X,2022-09-11
4542552,1662681600000,00,121347522,13C,Intimidation,07,07C10,"Residence, Home (Includes Apartment)",3649 FARMER,3600-3699,FARMER,ST,,77020,TXHPD0000,,,76X6J7W5+2R,2022-09-08
4542555,1662595200000,13,121081722,13B,Simple assault,14,14D40,"Residence, Home (Includes Apartment)",4349 TAREYTON,4300-4399,TAREYTON,LN,,77047,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJPR+44,2022-09-07
4542571,1663113600000,13,123965922,13C,Intimidation,12,12D10,"Department, Discount Store",9549 ROWLETT,9500-9599,ROWLETT,,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQJ8+Q7,2022-09-13
4542573,1663027200000,19,123637022,13C,Intimidation,13,13D30,"Residence, Home (Includes Apartment)",8249 JET PILOT,8200-8299,JET PILOT,AVE,,77075,TXHPD0000,D,GREATER HOBBY AREA,76X6JPMG+6X,2022-09-12
4542600,1662768000000,16,122960522,13C,Intimidation,17,17E40,"Other, Unknown",12549 DUNLAP,12500-12599,DUNLAP,ST,,77035,TXHPD0000,K,WESTBURY,76X6JGQ3+VV,2022-09-09
4542605,1662681600000,17,121674122,13B,Simple assault,17,17E40,"Residence, Home (Includes Apartment)",12549 DUNLAP,12500-12599,DUNLAP,ST,,77035,TXHPD0000,K,WESTBURY,76X6JGQ3+VV,2022-09-08
4542606,1663200000000,14,125575822,13C,Intimidation,17,17E40,"Parking Lot, Garage",12549 DUNLAP,12500-12599,DUNLAP,ST,,77035,TXHPD0000,K,WESTBURY,76X6JGQ3+VV,2022-09-14
4542607,1662854400000,02,122349322,13A,Aggravated Assault,17,17E30,"Residence, Home (Includes Apartment)",9749 AIRPORT,9700-9799,AIRPORT,BLVD,W,77031,TXHPD0000,K,BRAYS OAKS,76X6JCRW+FX,2022-09-10
4542610,1662508800000,09,121168922,13A,Aggravated Assault,16,16E30,"Highway, Road, Street, Alley",12949 HIRAM CLARKE,12900-12999,HIRAM CLARKE,RD,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHQ3+9F,2022-09-06
4542612,1662854400000,10,122453822,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",12449 SEASWEPT,12400-12499,SEASWEPT,DR,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFRG+66,2022-09-10
4542623,1663372800000,17,125605622,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9449 CLEARWOOD,9400-9499,CLEARWOOD,ST,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQM3+8G,2022-09-16
4542631,1662422400000,14,120084922,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",9449 CLEARWOOD,9400-9499,CLEARWOOD,ST,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQM3+8G,2022-09-05
4542633,1662681600000,15,121624822,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9449 CLEARWOOD,9400-9499,CLEARWOOD,ST,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQM3+8G,2022-09-08
4542638,1663372800000,22,125991722,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",9449 CLEARWOOD,9400-9499,CLEARWOOD,ST,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQM3+8G,2022-09-16
4542657,1662854400000,14,122527022,13B,Simple assault,16,16E30,"Parking Lot, Garage",12949 POST OAK,12900-12999,POST OAK,RD,S,77085,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGQP+VH,2022-09-10
4542663,1663372800000,01,125333522,13A,Aggravated Assault,14,14D40,"Residence, Home (Includes Apartment)",4849 FRANKFORD,4800-4899,FRANKFORD,CT,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJPW+R8,2022-09-16
4542668,1663200000000,18,124771122,13C,Intimidation,16,16E20,"Other, Unknown",3149 ROCKRILL,3100-3199,ROCKRILL,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHQG+P7,2022-09-14
4542676,1662940800000,17,123131422,13B,Simple assault,14,14D40,"Residence, Home (Includes Apartment)",11349 ROANDALE,11300-11399,ROANDALE,DR,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJQW+2H,2022-09-11
4542677,1662940800000,11,122902922,13B,Simple assault,17,17E30,"Residence, Home (Includes Apartment)",12349 VANDERHEATH,12300-12399,VANDERHEATH,DR,,77031,TXHPD0000,K,BRAYS OAKS,76X6JFV3+33,2022-09-11
4542678,1662940800000,15,123029922,13A,Aggravated Assault,17,17E30,"Residence, Home (Includes Apartment)",12349 VANDERHEATH,12300-12399,VANDERHEATH,DR,,77031,TXHPD0000,K,BRAYS OAKS,76X6JFV3+33,2022-09-11
4542681,1662508800000,16,120707022,13C,Intimidation,22,22B10,"Residence, Home (Includes Apartment)",12349 GESSNER,12300-12399,GESSNER,RD,N,77064,TXHPD0000,K,BRAYS OAKS,76X6JFRC+XV,2022-09-06
4542683,1662681600000,19,121844322,13C,Intimidation,22,22B10,"Residence, Home (Includes Apartment)",12349 GESSNER,12300-12399,GESSNER,RD,N,77064,TXHPD0000,K,BRAYS OAKS,76X6JFRC+XV,2022-09-08
4542684,1662940800000,03,122773222,13B,Simple assault,22,22B10,"Residence, Home (Includes Apartment)",12349 GESSNER,12300-12399,GESSNER,RD,N,77064,TXHPD0000,K,BRAYS OAKS,76X6JFRC+XV,2022-09-11
4542685,1663113600000,17,124097322,13A,Aggravated Assault,22,22B10,"Residence, Home (Includes Apartment)",12349 GESSNER,12300-12399,GESSNER,RD,N,77064,TXHPD0000,K,BRAYS OAKS,76X6JFRC+XV,2022-09-13
4542696,1663027200000,20,123671022,13B,Simple assault,16,16E30,"Residence, Home (Includes Apartment)",5049 ALLUM,5000-5099,ALLUM,RD,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JGRV+83,2022-09-12
4542699,1662595200000,21,121289922,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",5649 SELINSKY,5600-5699,SELINSKY,RD,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMQ8+2H,2022-09-07
4542700,1662681600000,15,121618022,13C,Intimidation,14,14D40,"Residence, Home (Includes Apartment)",5649 SELINSKY,5600-5699,SELINSKY,RD,,77048,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JMQ8+2H,2022-09-08
4542722,1662595200000,07,120913722,13A,Aggravated Assault,14,14D50,"Residence, Home (Includes Apartment)",5949 SELINSKY,5900-5999,SELINSKY,RD,,77048,TXHPD0000,D,MINNETEX,76X6JMQF+28,2022-09-07
4542723,1662854400000,09,122435322,13B,Simple assault,14,14D50,"Residence, Home (Includes Apartment)",5949 SELINSKY,5900-5999,SELINSKY,RD,,77048,TXHPD0000,D,MINNETEX,76X6JMQF+28,2022-09-10
4542724,1663027200000,12,123433522,13B,Simple assault,14,14D50,"Residence, Home (Includes Apartment)",5949 SELINSKY,5900-5999,SELINSKY,RD,,77048,TXHPD0000,D,MINNETEX,76X6JMQF+28,2022-09-12
4542725,1663113600000,20,124168322,13B,Simple assault,14,14D50,"Residence, Home (Includes Apartment)",5949 SELINSKY,5900-5999,SELINSKY,RD,,77048,TXHPD0000,D,MINNETEX,76X6JMQF+28,2022-09-13
4542733,1662854400000,15,122550422,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9249 EASTHAVEN,9200-9299,EASTHAVEN,BLVD,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQP2+7F,2022-09-10
4542755,1663200000000,11,124556322,13B,Simple assault,14,14D40,School-Elementary/Secondary,11049 SCOTT,11000-11099,SCOTT,ST,,77047,TXHPD0000,D,SOUTH ACRES / CRESTMONT PARK,76X6JJQJ+WP,2022-09-14
4542763,1662681600000,11,122011222,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",9249 NATHANIEL,9200-9299,"NATHANIEL",ST,,,TXHPD0000,I,GREATER HOBBY AREA,76X6JQP4+HG,2022-09-08
4542770,1662508800000,19,120754522,13B,Simple assault,12,12D10,Convenience Store,9249 NATHANIEL,9200-9299,"NATHANIEL",,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQP4+HG,2022-09-06
4542777,1663372800000,03,125364122,13C,Intimidation,17,17E40,"Parking Lot, Garage",12349 BOB WHITE,12300-12399,BOB WHITE,DR,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFVX+9V,2022-09-16
4542788,1662508800000,19,120742922,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",8649 THETA,8600-8699,THETA,,,77034,TXHPD0000,E,EDGEBROOK AREA,76X6JQP8+HW,2022-09-06
4542801,1663027200000,15,125233322,13C,Intimidation,16,16E20,"Residence, Home (Includes Apartment)",3149 BANDELL,3100-3199,BANDELL,DR,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHRG+QC,2022-09-12
4542821,1663372800000,12,125493022,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",8949 FONDREN VILLAGE,8900-8999,FONDREN VILLAGE,DR,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFW8+98,2022-09-16
4542827,1662768000000,00,121855722,13C,Intimidation,12,12D10,"Residence, Home (Includes Apartment)",9049 EASTHAVEN,9000-9099,EASTHAVEN,BLVD,,77075,TXHPD0000,I,GREATER HOBBY AREA,76X6JQQ2+9F,2022-09-09
4542844,1662768000000,05,121950022,13B,Simple assault,17,17E40,"Service, Gas Station",12249 FONDREN,12200-12299,FONDREN,RD,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFWR+9P,2022-09-09
4542858,1662508800000,08,120436022,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",12249 FONDREN,12200-12299,FONDREN,RD,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFWR+9P,2022-09-06
4542863,1662768000000,02,121887722,13A,Aggravated Assault,12,12D10,"Residence, Home (Includes Apartment)",8349 MINNESOTA,8300-8399,MINNESOTA,ST,,77034,TXHPD0000,E,EDGEBROOK AREA,76X6JQQ6+GC,2022-09-09
4542872,1662681600000,16,121840322,13A,Aggravated Assault,17,17E40,"Residence, Home (Includes Apartment)",12149 THICKET GREEN,12100-12199,THICKET GREEN,,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFWV+FX,2022-09-08
4542876,1663027200000,06,123293322,13C,Intimidation,17,17E40,"Residence, Home (Includes Apartment)",12149 SANDPIPER,12100-12199,SANDPIPER,DR,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFWW+GQ,2022-09-12
4542879,1662768000000,12,122034822,13B,Simple assault,12,12D10,"Residence, Home (Includes Apartment)",10049 KITTRELL,10000-10099,KITTRELL,,,77034,TXHPD0000,E,EDGEBROOK AREA,76X6JQQ7+PV,2022-09-09
4542889,1662854400000,21,122683422,13B,Simple assault,17,17E40,"Residence, Home (Includes Apartment)",7649 SOUTHMEADOW,7600-7699,SOUTHMEADOW,DR,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFWQ+VH,2022-09-10
4542897,1663113600000,12,123949022,13C,Intimidation,17,17E40,Convenience Store,12149 FONDREN,12100-12199,FONDREN,RD,,77035,TXHPD0000,K,BRAYS OAKS,76X6JFWR+XM,2022-09-13
4542906,1662768000000,17,122132022,13A,Aggravated Assault,23,23J50,"Residence, Home (Includes Apartment)",7549 IPSWICH,7500-7599,IPSWICH,RD,,77061,TXHPD0000,I,GREATER HOBBY AREA,76X6JPR6+RQ,2022-09-09
4542910,1662595200000,15,121147222,13B,Simple assault,16,16E20,"Parking Lot, Garage",12549 HIRAM CLARKE,12500-12599,HIRAM CLARKE,RD,,77045,TXHPD0000,K,CENTRAL SOUTHWEST,76X6JHW3+HC,2022-09-07
4542918,1662768000000,17,122148322,13C,Intimidation,14,14D20,"Service, Gas Station",3549 AIRPORT,3500-3599,AIRPORT,BLVD,,77051,TXHPD0000,D,SUNNYSIDE,76X6JJVH+RW,2022-09-09
4542931,1663113600000,03,123761622,13B,Simple assault,14,14D20,"Residence, Home (Includes Apartment)",3149 ELPYCO,3100-3199,ELPYCO,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6JJWC+5W,2022-09-13
4542955,1662854400000,20,122653022,13C,Intimidation,17,17E40,"Highway, Road, Street, Alley",8649 WESTPLACE,8600-8699,WESTPLACE,DR,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFX9+XJ,2022-09-10
4542959,1663027200000,16,123572722,13B,Simple assault,17,17E40,"Residence, Home (Includes Apartment)",11949 BRAES PARK,11900-11999,BRAES PARK,DR,,77071,TXHPD0000,K,BRAYS OAKS,76X6JFXG+WR,2022-09-12
